WORDCOUNTS,WEIGHT
the,89
of,70
in,50
and,38
a,23
that,23
to,21
war,11
were,11
racial,9
this,9
at,8
as,8
was,8
these,8
s,8
on,8
for,7
futures,7
their,6
rumors,6
witchcraft,6
century,6
it,5
from,5
with,5
disenchantment,5
argues,5
commodities,5
which,5
trading,5
article,5
superstitious,4
they,4
is,4
not,4
but,4
by,4
also,4
power,4
new,4
politics,4
during,4
camps,4
exchange,4
world,4
examines,4
he,3
rites,3
religious,3
united,3
modern,3
prisoners,3
authorities,3
fifteenth,3
there,3
state,3
political,3
china,3
however,3
superstition,3
popular,3
people,3
such,3
an,3
theatrical,3
states,3
between,3
be,3
race,3
democracy,2
communist,2
equality,2
rather,2
medieval,2
drag,2
slavery,2
ideology,2
created,2
institutions,2
process,2
independence,2
who,2
conceptions,2
contemplating,2
american,2
life,2
often,2
agency,2
myth,2
articles,2
smith,2
latin,2
nineteenth,2
delivery,2
long,2
shops,2
more,2
gran,2
other,2
emerged,2
into,2
all,2
many,2
explores,2
could,2
beliefs,2
court,2
contemporary,2
spells,2
i,2
struggles,2
disruptive,2
late,2
performances,2
where,2
what,2
anticolonial,2
economy,2
nationalist,2
practice,2
belief,2
directly,2
while,2
america,2
because,2
colombia,2
treatises,2
some,2
extent,2
demonic,2
reveal,2
bucket,2
through,2
republic,2
supreme,2
forces,2
rituals,2
pows,2
lasso,2
question,2
ultimately,2
years,2
both,2
bailey,2
magic,2
relations,2
sense,2
period,2
revolution,2
things,2
theaters,2
theater,2
magical,2
spanish,2
russia,2
early,2
charms,2
should,2
imaginaries,2
nations,1
limiting,1
contributes,1
transforming,1
european,1
operation,1
centralize,1
led,1
normalcy,1
racism,1
eclectic,1
struggle,1
ramifications,1
german,1
prevalence,1
onset,1
no,1
russian,1
practices,1
supernatural,1
she,1
operations,1
continued,1
his,1
dilemma,1
later,1
usually,1
productions,1
evoking,1
five,1
abolished,1
aimed,1
phantom,1
indeed,1
plays,1
how,1
fear,1
sort,1
lines,1
toads,1
widespread,1
legitimate,1
trans,1
doctrine,1
ghosts,1
liberating,1
dimensions,1
johannes,1
concluding,1
venues,1
impersonators,1
above,1
dealt,1
protestant,1
make,1
risk,1
probability,1
persistent,1
manifest,1
similar,1
originated,1
democratized,1
center,1
one,1
touched,1
worlds,1
innovation,1
class,1
operettas,1
elaborate,1
effective,1
blurring,1
properly,1
analysis,1
about,1
michael,1
entertainment,1
true,1
yet,1
ways,1
mao,1
means,1
opportunities,1
jonathan,1
studies,1
eroded,1
found,1
insofar,1
female,1
vigor,1
dressing,1
spirit,1
considered,1
restricted,1
trace,1
alon,1
addressed,1
western,1
male,1
colonialism,1
or,1
management,1
arguments,1
revolutionized,1
history,1
descent,1
organized,1
participants,1
wars,1
emergence,1
offstage,1
any,1
informal,1
associated,1
section,1
culture,1
following,1
same,1
performed,1
contested,1
demonstrates,1
source,1
deliver,1
performers,1
infused,1
hopes,1
already,1
women,1
age,1
most,1
thoughts,1
two,1
experience,1
emotional,1
simply,1
extensive,1
constituted,1
being,1
said,1
speaking,1
fact,1
regional,1
origins,1
only,1
functioned,1
officer,1
physical,1
temporal,1
sources,1
party,1
supposedly,1
creation,1
posed,1
production,1
set,1
antithetical,1
challenge,1
believed,1
helped,1
important,1
marixa,1
objectively,1
might,1
others,1
salient,1
view,1
over,1
meaning,1
denounce,1
ask,1
been,1
talking,1
had,1
traffic,1
efforts,1
are,1
definition,1
worth,1
names,1
attentions,1
longer,1
global,1
seriously,1
shaped,1
book,1
consideration,1
key,1
sampling,1
board,1
preserve,1
underestimated,1
scholars,1
did,1
histories,1
accompanied,1
simple,1
strength,1
differences,1
developed,1
epistemological,1
time,1
reactivated,1
deal,1
never,1
linked,1
rachamimov,1
normalizing,1
concludes,1
separating,1
propitiation,1
historical,1
invalidate,1
ambivalent,1
called,1
removal,1
type,1
tangible,1
disempowerment,1
patterns,1
usual,1
growing,1
