WORDCOUNTS,WEIGHT
the,33
of,21
to,15
and,12
i,10
in,9
atlantic,9
bailyn,8
that,7
history,6
for,5
s,5
a,5
africa,4
as,4
was,4
from,3
bernard,3
such,3
this,3
his,3
histories,3
with,3
world,3
seminar,2
regions,2
african,2
americas,2
disagree,2
sort,2
are,2
on,2
study,2
historians,2
point,2
about,2
not,2
story,2
or,2
is,2
nations,1
compact,1
what,1
netherlands,1
seminars,1
africanists,1
integrating,1
it,1
wholeheartedly,1
strikes,1
years,1
therefore,1
unique,1
own,1
he,1
themes,1
most,1
less,1
likely,1
two,1
units,1
extensive,1
me,1
geographic,1
issue,1
hearth,1
satisfying,1
necessary,1
raise,1
essay,1
way,1
urge,1
harvard,1
rather,1
individual,1
responds,1
raises,1
caribbean,1
like,1
cultural,1
labors,1
would,1
majority,1
disagreement,1
period,1
sought,1
human,1
an,1
interested,1
alison,1
dominant,1
challenge,1
appreciate,1
forty,1
important,1
assign,1
france,1
know,1
primarily,1
colleagues,1
over,1
who,1
some,1
always,1
understanding,1
greatest,1
provides,1
each,1
distinct,1
experienced,1
england,1
make,1
greater,1
had,1
exchange,1
captives,1
experiences,1
efforts,1
my,1
different,1
thus,1
outline,1
large,1
workshops,1
blacks,1
their,1
derived,1
idea,1
book,1
one,1
gracious,1
limitations,1
fundamental,1
region,1
response,1
did,1
multiple,1
taking,1
offerings,1
difficulty,1
little,1
conceptual,1
part,1
single,1
avenue,1
through,1
undoubtedly,1
clarify,1
confronting,1
despite,1
agree,1
resources,1
illustrates,1
apparent,1
say,1
actors,1
be,1
time,1
its,1
spain,1
lived,1
fully,1
centuries,1
weight,1
international,1
face,1
letter,1
omitted,1
those,1
interpretive,1
equivalent,1
much,1
games,1
array,1
take,1
historical,1
we,1
relative,1
framework,1
appropriate,1
integrate,1
selective,1
value,1
professional,1
grateful,1
ruthlessly,1
said,1
historiographies,1
central,1
into,1
am,1
included,1
continue,1
precisely,1
were,1
any,1
transformations,1
review,1
political,1
regard,1
but,1
