WORDCOUNTS,WEIGHT
the,13
of,12
and,8
historical,6
to,5
a,5
that,4
might,4
in,4
it,3
historians,3
for,3
be,3
dissertation,3
senior,2
i,2
this,2
general,2
because,2
aspects,2
levels,2
e,2
could,2
between,2
as,2
research,2
is,2
studies,2
think,2
at,1
students,1
resolve,1
generational,1
project,1
but,1
too,1
suggestion,1
online,1
inevitable,1
contradiction,1
provokes,1
bruce,1
younger,1
add,1
accept,1
interest,1
published,1
broadened,1
gutenberg,1
solution,1
responds,1
surveying,1
doctoral,1
task,1
draws,1
more,1
scholar,1
would,1
field,1
comparative,1
brooks,1
so,1
breadth,1
on,1
or,1
information,1
imagine,1
discourses,1
lost,1
suggests,1
economical,1
succession,1
all,1
discussion,1
presently,1
work,1
crossing,1
result,1
both,1
specialized,1
specificity,1
needs,1
study,1
especially,1
range,1
other,1
one,1
scholars,1
ahr,1
interdisciplinary,1
part,1
analysis,1
postdoctoral,1
convey,1
strength,1
resources,1
scholarship,1
boundaries,1
not,1
can,1
effort,1
helpful,1
patrick,1
disciplines,1
generally,1
itself,1
transregional,1
specializations,1
programs,1
need,1
inherited,1
considerable,1
nevertheless,1
localized,1
help,1
initial,1
fields,1
broader,1
subfields,1
history,1
specialization,1
attention,1
readers,1
specialties,1
further,1
link,1
concerted,1
manning,1
growing,1
