WORDCOUNTS,WEIGHT
the,22
in,20
to,19
of,19
and,13
i,12
her,11
my,10
achebe,9
that,9
book,9
on,8
is,8
s,7
women,7
igbo,7
amadiume,6
this,5
have,5
she,5
for,5
nigeria,5
not,5
was,5
it,4
nwando,4
had,4
research,4
scholarship,4
read,4
at,3
no,3
ifi,3
came,3
wrote,3
female,3
work,3
could,3
as,3
ugbabe,3
out,3
ahebi,3
university,3
a,3
history,3
review,3
therefore,2
by,2
me,2
known,2
doctoral,2
how,2
while,2
been,2
an,2
released,2
paper,2
believe,2
accusation,2
igboland,2
true,2
when,2
am,2
acknowledge,2
remarks,2
respond,2
any,2
atlantic,1
because,1
field,1
entitled,1
warriors,1
chief,1
aspects,1
but,1
changing,1
reviewed,1
fact,1
both,1
study,1
seminar,1
also,1
he,1
since,1
moreover,1
role,1
cannot,1
graduate,1
whose,1
particular,1
understands,1
well,1
common,1
first,1
takes,1
traders,1
gender,1
record,1
powerful,1
depending,1
only,1
ignorance,1
reviewer,1
interest,1
economy,1
avoided,1
way,1
with,1
his,1
wish,1
if,1
uninformed,1
decided,1
long,1
compelled,1
routledge,1
failed,1
requires,1
correct,1
scholar,1
angeles,1
toward,1
current,1
mine,1
subject,1
secondly,1
interprets,1
set,1
things,1
victims,1
straight,1
states,1
power,1
acknowledged,1
months,1
opinion,1
trade,1
male,1
acknowledgment,1
who,1
april,1
possible,1
put,1
relations,1
nsukka,1
still,1
economic,1
sake,1
experienced,1
blurbs,1
make,1
manuscript,1
knew,1
every,1
comments,1
perspective,1
several,1
different,1
transformation,1
thus,1
amazed,1
group,1
their,1
state,1
back,1
student,1
one,1
after,1
claim,1
integrity,1
did,1
recognition,1
slave,1
would,1
editors,1
print,1
including,1
purpose,1
about,1
united,1
knowledge,1
access,1
farmers,1
authority,1
kings,1
actors,1
publications,1
department,1
be,1
sense,1
beginning,1
january,1
particularly,1
intended,1
early,1
reference,1
reason,1
international,1
working,1
letter,1
whole,1
author,1
los,1
end,1
dates,1
northern,1
proper,1
world,1
overshadow,1
historical,1
among,1
biased,1
allowed,1
issues,1
colonial,1
there,1
deny,1
harvard,1
submitted,1
serious,1
expertise,1
should,1
thirdly,1
dissertation,1
vested,1
southeastern,1
historian,1
daughters,1
warrant,1
sent,1
into,1
academic,1
ahr,1
interviewed,1
baseless,1
which,1
cited,1
raised,1
those,1
husbands,1
question,1
same,1
california,1
