WORDCOUNTS,WEIGHT
the,83
of,52
and,48
in,40
to,35
s,25
a,18
americanism,18
anti,16
that,15
as,12
with,11
was,9
by,9
roman,8
on,8
is,7
citizenship,7
u,7
it,6
they,6
forum,6
has,6
its,6
were,6
an,6
european,5
their,5
american,5
about,5
not,5
into,5
from,5
but,5
for,5
lunar,5
this,5
world,5
who,4
legal,4
barbarian,4
or,4
moon,4
war,4
empire,4
america,4
region,4
at,3
how,3
asia,3
articles,3
philo,3
history,3
offers,3
marriage,3
drawing,3
are,3
different,3
ahr,3
post,3
very,3
mathisen,3
cressy,3
concept,3
thus,3
years,3
century,3
self,3
article,3
be,3
always,3
early,3
settlers,2
states,2
caracalla,2
americans,2
africa,2
she,2
way,2
indeed,2
created,2
e,2
opportunity,2
asian,2
religious,2
agency,2
use,2
united,2
space,2
wives,2
english,2
determination,2
modern,2
us,2
western,2
then,2
latin,2
liberal,2
growing,2
nineteenth,2
these,2
most,2
first,2
also,2
punish,2
astronomical,2
england,2
had,2
europe,2
could,2
asians,2
eruptions,2
been,2
able,2
contemporary,2
commitment,2
concepts,2
what,2
them,2
less,2
well,2
views,2
travel,2
both,2
upon,2
cold,2
against,2
used,2
largely,2
during,2
policies,2
colonial,2
diversity,2
question,2
i,2
such,2
own,2
tanganyika,2
washington,2
finally,2
judges,2
peterson,2
fostered,2
high,2
defined,2
discourse,2
especially,2
litigants,2
between,2
modernity,2
c,2
looks,2
hardly,2
subsequently,1
contributes,1
courts,1
emulate,1
admire,1
democracy,1
naming,1
christian,1
he,1
fueled,1
deference,1
communist,1
adultery,1
played,1
adulterers,1
provide,1
contest,1
contact,1
difficult,1
bringing,1
stuart,1
inhabitants,1
movements,1
medieval,1
later,1
populations,1
extramarital,1
analyses,1
foreign,1
encompassed,1
wrote,1
plays,1
bound,1
claimed,1
dictators,1
fear,1
limited,1
bridewealth,1
conjoined,1
revolt,1
inclusive,1
barbarians,1
widespread,1
legitimate,1
revolutionary,1
model,1
process,1
concern,1
cole,1
dealt,1
imperialism,1
make,1
polls,1
proportion,1
wake,1
grandin,1
contribution,1
church,1
wilson,1
importance,1
articulating,1
modes,1
large,1
southern,1
parts,1
inhabited,1
payment,1
studies,1
columbian,1
nationalist,1
kinds,1
expectations,1
certificates,1
distant,1
confronting,1
surprising,1
elitism,1
derek,1
broadened,1
defenders,1
creatures,1
support,1
centuries,1
thought,1
citizens,1
sympathy,1
cuba,1
itself,1
face,1
worlds,1
settled,1
interpretive,1
copernican,1
many,1
facilitated,1
monolithic,1
antonine,1
sex,1
east,1
meant,1
technology,1
venezuela,1
fifth,1
god,1
missionaries,1
ideals,1
matters,1
challenged,1
policy,1
claims,1
ancient,1
literary,1
constant,1
necessary,1
behavior,1
emergence,1
serious,1
underlying,1
perspectives,1
warren,1
wrongdoers,1
elsewhere,1
husbands,1
culture,1
same,1
litigation,1
placed,1
tariffs,1
demonstrates,1
lament,1
complexity,1
meaningless,1
partly,1
barbari,1
too,1
w,1
veritable,1
peoples,1
without,1
credence,1
four,1
two,1
extensive,1
begins,1
democratic,1
increasingly,1
regional,1
only,1
vietnam,1
transatlantic,1
recognizable,1
offered,1
social,1
act,1
quantitative,1
ralph,1
peregrini,1
favorable,1
more,1
interests,1
law,1
book,1
bitter,1
scientific,1
power,1
cover,1
inflexible,1
important,1
opinion,1
malleable,1
others,1
cives,1
constitution,1
humans,1
put,1
nancy,1
control,1
all,1
residence,1
scholars,1
cultures,1
efforts,1
words,1
definition,1
marshaled,1
expanding,1
shows,1
company,1
other,1
resentment,1
questioned,1
fundamental,1
disillusionment,1
tradition,1
did,1
advantage,1
rule,1
entered,1
argue,1
propaganda,1
reasons,1
inclusion,1
episodic,1
soared,1
espouse,1
tucker,1
link,1
speculation,1
hundred,1
grievances,1
generalizations,1
goods,1
end,1
romani,1
debates,1
ambivalence,1
granting,1
associated,1
