WORDCOUNTS,WEIGHT
the,476
of,302
and,200
in,179
to,137
a,111
history,93
american,80
that,72
is,66
as,62
italian,56
united,47
states,46
by,42
new,40
for,36
historians,35
on,35
historical,34
public,33
with,32
from,31
are,30
it,28
has,28
s,27
survey,27
cultural,26
political,25
americanists,25
more,25
respondents,24
or,24
be,23
not,22
at,21
was,21
writing,21
an,20
because,19
social,19
have,19
their,18
life,17
they,16
than,16
which,15
were,15
most,15
among,15
this,14
foreign,14
historiography,13
such,13
its,13
all,12
often,12
been,12
who,12
international,11
very,11
intellectuals,11
when,11
about,11
many,11
scholars,11
italy,11
european,11
both,11
even,10
but,10
values,10
would,10
intellectual,10
much,10
ideals,9
some,9
issues,9
discourse,9
research,9
abroad,9
other,9
historian,9
what,9
while,9
question,9
between,9
those,8
journal,8
his,8
answers,8
war,8
change,8
world,8
culture,8
only,8
shows,8
countries,8
years,8
national,8
e,7
point,7
progressive,7
whose,7
had,7
however,7
admired,7
community,7
home,7
where,7
profession,7
after,7
sometimes,7
methods,7
december,7
role,7
bertelli,7
if,6
one,6
women,6
parties,6
tradition,6
america,6
century,6
rights,6
based,6
deal,6
academic,6
seventies,6
work,6
spot,6
ed,6
also,6
time,6
larger,6
model,6
less,6
discussion,6
significant,6
stress,6
can,6
americanist,6
inspired,6
bright,6
country,6
different,6
institutional,6
concerned,5
commitment,5
becoming,5
large,5
into,5
maybe,5
ii,5
europe,5
issue,5
fano,5
americans,5
no,5
feel,5
orientation,5
view,5
conservative,5
shared,5
approach,5
few,5
innovation,5
these,5
party,5
practice,5
questions,5
we,5
sciences,5
u,5
little,5
way,4
studies,4
divisibile,4
themes,4
nature,4
twenty,4
great,4
roosevelt,4
croce,4
committed,4
interest,4
communication,4
spite,4
weakness,4
let,4
how,4
notion,4
una,4
old,4
democratic,4
important,4
could,4
late,4
well,4
personal,4
pluralism,4
sense,4
revolution,4
society,4
he,4
may,4
still,4
under,4
same,4
two,4
worst,4
popularity,4
pressure,4
appeared,4
together,4
really,4
contemporary,4
hand,4
do,4
monographs,4
present,4
trends,4
eighties,4
students,4
authors,4
relationship,4
citizens,4
school,4
historicism,4
far,4
according,4
scholarly,4
them,4
terms,4
involvement,4
her,4
information,4
almost,4
our,4
twentieth,4
although,4
themselves,4
debate,4
images,4
common,3
yankee,3
cherished,3
being,3
first,3
production,3
might,3
