WORDCOUNTS,WEIGHT
the,196
of,143
and,103
in,87
a,69
to,54
political,46
politics,36
as,36
is,32
that,32
history,24
for,23
by,22
an,21
s,20
american,19
this,19
public,17
from,14
on,13
one,12
party,12
new,12
such,12
not,11
bingham,11
culture,11
its,11
at,10
antebellum,10
parties,10
historians,10
be,10
it,9
altschuler,9
but,9
are,9
period,9
democracy,8
interpretation,8
blumin,8
there,8
county,8
have,8
evidence,8
york,7
their,7
most,7
only,7
social,7
women,7
interest,7
journal,7
process,6
with,6
important,6
many,6
time,6
has,6
election,6
paradigm,6
approach,6
article,6
can,6
than,6
citizens,5
was,5
people,5
over,5
golden,5
men,5
system,5
some,5
vote,5
age,5
elections,5
were,5
paintings,5
more,5
attention,5
americans,4
been,4
community,4
study,4
paradigms,4
or,4
any,4
habermas,4
baker,4
organization,4
j,4
other,4
william,4
years,4
illinois,4
washington,4
bourke,4
high,4
old,4
debats,4
state,4
turnouts,4
those,4
south,3
critical,3
second,3
his,3
how,3
earlier,3
they,3
life,3
class,3
studies,3
burnham,3
presidential,3
crowded,3
into,3
series,3
simply,3
ginsburg,3
electoral,3
long,3
paul,3
challenge,3
others,3
emerged,3
december,3
based,3
did,3
returns,3
barnum,3
understood,3
michael,3
voting,3
missouri,3
america,3
participation,3
virginia,3
stump,3
work,3
parades,3
point,3
example,3
ruling,3
expression,3
programs,3
issues,3
controlled,3
engaged,3
which,3
partisan,3
spring,3
development,3
urbana,3
donald,3
authors,3
include,3
after,3
response,3
c,3
even,3
among,3
participatory,3
activities,3
holt,3
may,2
chronological,2
frontier,2
civic,2
now,2
gerald,2
sample,2
whose,2
limits,2
no,2
without,2
stuart,2
george,2
provide,2
l,2
lynn,2
inclusion,2
labeled,2
ironic,2
jacksonville,2
fiction,2
widespread,2
who,2
necessary,2
sphere,2
understand,2
contribution,2
position,2
cash,2
electorate,2
significant,2
analysis,2
united,2
moreover,2
rational,2
ways,2
done,2
changes,2
dean,2
morgan,2
considered,2
moved,2
arguments,2
familiar,2
total,2
disengaged,2
clarion,2
baltimore,2
w,2
nineteenthcentury,2
these,2
already,2
biography,2
two,2
formisano,2
disbelief,2
rather,2
organizations,2
supposedly,2
setting,2
exaggerated,2
m,2
toward,2
all,2
had,2
shade,2
best,2
could,2
leaders,2
contingencies,2
might,2
room,2
argue,2
rural,2
speeches,2
rich,2
out,2
larger,2
become,2
vernon,2
diverse,2
events,2
debates,2
everything,2
voluntary,2
associations,2
i,2
harvey,2
term,2
caleb,2
written,2
dominion,2
turnout,2
same,2
scholarly,2
jean,2
reading,2
what,2
them,2
investigation,2
less,2
cannot,2
involvement,2
perhaps,2
theory,2
while,2
governing,2
day,2
because,2
mccormick,2
will,2
voter,2
don,2
popular,2
examples,2
both,2
boston,2
richard,2
possible,2
values,2
part,2
canvassing,2
kousser,2
press,2
subject,2
use,2
circus,2
behavior,2
paula,2
our,2
call,2
ceremonies,2
office,2
institution,2
models,2
nominating,2
group,2
individual,2
jurgen,2
cooper,2
walter,2
would,2
doyle,2
thoughtful,2
generation,2
affairs,2
order,2
provides,2
every,2
perspective,2
especially,2
accomplished,2
subjects,2
components,2
newspapers,2
extraordinary,2
glenn,2
democratizing,2
elites,2
narrative,2
excluded,2
always,2
views,2
if,2
little,2
states,2
focus,2
much,2
conventions,2
recent,2
engagement,2
should,2
provided,2
informed,2
busing,2
hunt,2
society,2
sumner,1
indicted,1
employ,1
midcentury,1
therefore,1
communities,1
related,1
handsome,1
signs,1
thwarted,1
seekers,1
mostly,1
republic,1
recognized,1
revisit,1
town,1
essential,1
accomplish,1
minor,1
voters,1
liminal,1
generalization,1
unravel,1
common,1
imagining,1
way,1
independent,1
implicitly,1
certified,1
newspapersthemselves,1
movements,1
anthony,1
later,1
figure,1
crucial,1
meaning,1
analyses,1
privately,1
groups,1
spectacle,1
corruption,1
short,1
constituents,1
synthesis,1
officeholders,1
district,1
program,1
atmosphere,1
suspected,1
encouraged,1
hill,1
chestnut,1
limited,1
ironically,1
crowds,1
square,1
landscape,1
corporation,1
oregon,1
berkeley,1
computing,1
brief,1
college,1
nonparticipants,1
dec,1
female,1
exception,1
institutions,1
becomes,1
contrast,1
means,1
governors,1
lost,1
represented,1
reaffirm,1
above,1
opportunity,1
constitution,1
began,1
house,1
eight,1
village,1
importance,1
b,1
longitudinal,1
anxious,1
insulting,1
derived,1
discover,1
he,1
hold,1
decisions,1
illegal,1
reconsider,1
structural,1
methods,1
symbols,1
exclude,1
specious,1
currently,1
illustrations,1
topics,1
white,1
about,1
once,1
triumphalist,1
populace,1
authority,1
flowering,1
evocative,1
charlottesville,1
supporting,1
english,1
tailor,1
instances,1
vaunted,1
exceptional,1
flagging,1
installing,1
lives,1
intermittent,1
sociologists,1
easily,1
conscious,1
paintingpartisans,1
modern,1
lavished,1
distributive,1
attachment,1
under,1
mandarins,1
consider,1
representativeness,1
acceptance,1
challenged,1
policy,1
us,1
comparisons,1
institutional,1
cycles,1
committee,1
established,1
eventually,1
character,1
today,1
riots,1
neglected,1
james,1
encourage,1
included,1
departure,1
policies,1
small,1
general,1
then,1
refeudalization,1
liberal,1
before,1
husbands,1
just,1
historian,1
butcher,1
thirty,1
choices,1
nineteenth,1
numbers,1
impact,1
citizenry,1
contested,1
arguing,1
outlined,1
source,1
super,1
lament,1
subdivisions,1
differs,1
verdict,1
too,1
turning,1
must,1
four,1
plebeian,1
charters,1
reports,1
democratic,1
numerators,1
accounts,1
shades,1
fact,1
first,1
anything,1
frameworks,1
powerful,1
delegates,1
sometimes,1
either,1
auxiliary,1
sources,1
charles,1
fellow,1
street,1
surge,1
reach,1
heroic,1
intently,1
creation,1
also,1
french,1
conviction,1
media,1
discovers,1
interests,1
inconceivable,1
expressive,1
belief,1
respected,1
affiliated,1
atypical,1
taken,1
opinion,1
legislature,1
undermines,1
fragmentation,1
drawing,1
footnote,1
location,1
elusive,1
gathered,1
appear,1
dispersion,1
caning,1
thrust,1
ineffectual,1
campaigning,1
destroyers,1
worked,1
control,1
empowers,1
experienced,1
descriptive,1
hours,1
voce,1
visual,1
paper,1
efforts,1
stimulus,1
gracing,1
sovereignty,1
spontaneous,1
thus,1
novel,1
terrill,1
outside,1
lack,1
sociological,1
consideration,1
stories,1
seem,1
category,1
believe,1
partisans,1
head,1
scholars,1
soliciting,1
carrying,1
method,1
display,1
careers,1
wrote,1
universal,1
differences,1
p,1
counterevidence,1
reform,1
model,1
assertion,1
inquiry,1
choice,1
relating,1
seven,1
children,1
confront,1
drama,1
government,1
banks,1
hear,1
promised,1
very,1
granting,1
proved,1
monograph,1
take,1
historical,1
spontaneity,1
past,1
